,1 - id,Prediction
1141,TEST1142,TypeA
1142,TEST1143,TypeB
1143,TEST1144,TypeA
1144,TEST1145,TypeB
1145,TEST1146,TypeA
1146,TEST1147,TypeB
1147,TEST1148,TypeB
1148,TEST1149,TypeB
1149,TEST1150,TypeA
1150,TEST1151,TypeB
1151,TEST1152,TypeB
1152,TEST1153,TypeA
1153,TEST1154,TypeA
1154,TEST1155,TypeA
1155,TEST1156,TypeB
1156,TEST1157,TypeA
1157,TEST1158,TypeB
1158,TEST1159,TypeA
1159,TEST1160,TypeA
1160,TEST1161,TypeB
1161,TEST1162,TypeA
1162,TEST1163,TypeA
1163,TEST1164,TypeB
1164,TEST1165,TypeB
1165,TEST1166,TypeA
1166,TEST1167,TypeB
1167,TEST1168,TypeB
1168,TEST1169,TypeB
1169,TEST1170,TypeA
1170,TEST1171,TypeA
1171,TEST1172,TypeB
1172,TEST1173,TypeB
1173,TEST1174,TypeB
1174,TEST1175,TypeB
1175,TEST1176,TypeA
1176,TEST1177,TypeA
1177,TEST1178,TypeB
1178,TEST1179,TypeA
1179,TEST1180,TypeB
1180,TEST1181,TypeB
1181,TEST1182,TypeB
1182,TEST1183,TypeB
1183,TEST1184,TypeB
1184,TEST1185,TypeA
1185,TEST1186,TypeA
1186,TEST1187,TypeA
1187,TEST1188,TypeB
1188,TEST1189,TypeB
1189,TEST1190,TypeB
1190,TEST1191,TypeB
1191,TEST1192,TypeA
1192,TEST1193,TypeB
1193,TEST1194,TypeA
1194,TEST1195,TypeB
1195,TEST1196,TypeA
1196,TEST1197,TypeA
1197,TEST1198,TypeB
1198,TEST1199,TypeB
1199,TEST1200,TypeB
1200,TEST1201,TypeA
1201,TEST1202,TypeA
1202,TEST1203,TypeA
1203,TEST1204,TypeB
1204,TEST1205,TypeB
1205,TEST1206,TypeA
1206,TEST1207,TypeA
1207,TEST1208,TypeA
1208,TEST1209,TypeB
1209,TEST1210,TypeA
1210,TEST1211,TypeA
1211,TEST1212,TypeA
1212,TEST1213,TypeB
1213,TEST1214,TypeA
1214,TEST1215,TypeA
1215,TEST1216,TypeB
1216,TEST1217,TypeA
1217,TEST1218,TypeB
1218,TEST1219,TypeA
1219,TEST1220,TypeB
1220,TEST1221,TypeA
1221,TEST1222,TypeB
1222,TEST1223,TypeB
1223,TEST1224,TypeA
1224,TEST1225,TypeB
1225,TEST1226,TypeA
1226,TEST1227,TypeA
1227,TEST1228,TypeB
1228,TEST1229,TypeA
1229,TEST1230,TypeA
1230,TEST1231,TypeA
1231,TEST1232,TypeB
1232,TEST1233,TypeA
1233,TEST1234,TypeB
1234,TEST1235,TypeA
1235,TEST1236,TypeA
1236,TEST1237,TypeB
1237,TEST1238,TypeA
1238,TEST1239,TypeB
1239,TEST1240,TypeB
1240,TEST1241,TypeB
1241,TEST1242,TypeB
1242,TEST1243,TypeB
1243,TEST1244,TypeB
1244,TEST1245,TypeB
1245,TEST1246,TypeB
1246,TEST1247,TypeA
1247,TEST1248,TypeB
1248,TEST1249,TypeB
1249,TEST1250,TypeA
1250,TEST1251,TypeA
1251,TEST1252,TypeB
1252,TEST1253,TypeB
1253,TEST1254,TypeA
1254,TEST1255,TypeA
1255,TEST1256,TypeB
1256,TEST1257,TypeB
1257,TEST1258,TypeB
1258,TEST1259,TypeB
1259,TEST1260,TypeA
1260,TEST1261,TypeA
1261,TEST1262,TypeA
1262,TEST1263,TypeB
1263,TEST1264,TypeB
1264,TEST1265,TypeB
1265,TEST1266,TypeA
1266,TEST1267,TypeB
1267,TEST1268,TypeB
1268,TEST1269,TypeA
1269,TEST1270,TypeB
1270,TEST1271,TypeB
1271,TEST1272,TypeB
1272,TEST1273,TypeB
1273,TEST1274,TypeB
1274,TEST1275,TypeB
1275,TEST1276,TypeB
1276,TEST1277,TypeB
1277,TEST1278,TypeA
1278,TEST1279,TypeA
1279,TEST1280,TypeA
1280,TEST1281,TypeA
1281,TEST1282,TypeA
1282,TEST1283,TypeB
1283,TEST1284,TypeB
1284,TEST1285,TypeA
1285,TEST1286,TypeB
1286,TEST1287,TypeA
1287,TEST1288,TypeB
1288,TEST1289,TypeB
1289,TEST1290,TypeA
1290,TEST1291,TypeA
1291,TEST1292,TypeA
1292,TEST1293,TypeB
1293,TEST1294,TypeB
1294,TEST1295,TypeB
1295,TEST1296,TypeB
1296,TEST1297,TypeA
1297,TEST1298,TypeB
1298,TEST1299,TypeA
1299,TEST1300,TypeB
1300,TEST1301,TypeB
1301,TEST1302,TypeB
1302,TEST1303,TypeA
1303,TEST1304,TypeA
1304,TEST1305,TypeA
1305,TEST1306,TypeB
1306,TEST1307,TypeA
1307,TEST1308,TypeA
1308,TEST1309,TypeB
1309,TEST1310,TypeA
1310,TEST1311,TypeB
1311,TEST1312,TypeB
1312,TEST1313,TypeA
1313,TEST1314,TypeB
1314,TEST1315,TypeB
1315,TEST1316,TypeB
1316,TEST1317,TypeB
1317,TEST1318,TypeA
1318,TEST1319,TypeB
1319,TEST1320,TypeA
1320,TEST1321,TypeB
1321,TEST1322,TypeB
1322,TEST1323,TypeB
1323,TEST1324,TypeB
1324,TEST1325,TypeA
1325,TEST1326,TypeA
1326,TEST1327,TypeB
1327,TEST1328,TypeB
1328,TEST1329,TypeB
1329,TEST1330,TypeA
1330,TEST1331,TypeB
1331,TEST1332,TypeB
1332,TEST1333,TypeB
1333,TEST1334,TypeB
1334,TEST1335,TypeB
1335,TEST1336,TypeA
1336,TEST1337,TypeA
1337,TEST1338,TypeB
1338,TEST1339,TypeA
1339,TEST1340,TypeB
1340,TEST1341,TypeB
1341,TEST1342,TypeB
1342,TEST1343,TypeB
1343,TEST1344,TypeB
1344,TEST1345,TypeA
1345,TEST1346,TypeB
1346,TEST1347,TypeA
1347,TEST1348,TypeA
1348,TEST1349,TypeA
1349,TEST1350,TypeA
1350,TEST1351,TypeA
1351,TEST1352,TypeA
1352,TEST1353,TypeB
1353,TEST1354,TypeB
1354,TEST1355,TypeB
1355,TEST1356,TypeB
1356,TEST1357,TypeB
1357,TEST1358,TypeB
1358,TEST1359,TypeA
1359,TEST1360,TypeA
1360,TEST1361,TypeB
1361,TEST1362,TypeB
1362,TEST1363,TypeA
1363,TEST1364,TypeB
1364,TEST1365,TypeA
1365,TEST1366,TypeA
1366,TEST1367,TypeB
1367,TEST1368,TypeA
1368,TEST1369,TypeB
1369,TEST1370,TypeB
1370,TEST1371,TypeA
1371,TEST1372,TypeB
1372,TEST1373,TypeA
1373,TEST1374,TypeA
1374,TEST1375,TypeB
1375,TEST1376,TypeB
1376,TEST1377,TypeA
1377,TEST1378,TypeB
1378,TEST1379,TypeB
1379,TEST1380,TypeB
1380,TEST1381,TypeB
1381,TEST1382,TypeA
1382,TEST1383,TypeB
1383,TEST1384,TypeB
1384,TEST1385,TypeB
1385,TEST1386,TypeA
1386,TEST1387,TypeA
1387,TEST1388,TypeA
1388,TEST1389,TypeA
1389,TEST1390,TypeA
1390,TEST1391,TypeA
1391,TEST1392,TypeA
1392,TEST1393,TypeA
1393,TEST1394,TypeB
1394,TEST1395,TypeB
1395,TEST1396,TypeB
1396,TEST1397,TypeB
1397,TEST1398,TypeB
1398,TEST1399,TypeA
1399,TEST1400,TypeB
1400,TEST1401,TypeB
1401,TEST1402,TypeB
1402,TEST1403,TypeB
1403,TEST1404,TypeA
1404,TEST1405,TypeB
1405,TEST1406,TypeB
1406,TEST1407,TypeB
1407,TEST1408,TypeA
1408,TEST1409,TypeB
1409,TEST1410,TypeA
1410,TEST1411,TypeA
1411,TEST1412,TypeA
1412,TEST1413,TypeA
1413,TEST1414,TypeA
1414,TEST1415,TypeA
1415,TEST1416,TypeA
1416,TEST1417,TypeB
1417,TEST1418,TypeA
1418,TEST1419,TypeA
1419,TEST1420,TypeA
1420,TEST1421,TypeA
1421,TEST1422,TypeA
1422,TEST1423,TypeA
1423,TEST1424,TypeA
1424,TEST1425,TypeA
1425,TEST1426,TypeA
1426,TEST1427,TypeB
1427,TEST1428,TypeA
1428,TEST1429,TypeB
1429,TEST1430,TypeB
1430,TEST1431,TypeA
1431,TEST1432,TypeA
1432,TEST1433,TypeB
1433,TEST1434,TypeB
1434,TEST1435,TypeB
1435,TEST1436,TypeA
1436,TEST1437,TypeB
1437,TEST1438,TypeA
1438,TEST1439,TypeA
1439,TEST1440,TypeB
1440,TEST1441,TypeA
1441,TEST1442,TypeA
1442,TEST1443,TypeB
1443,TEST1444,TypeA
1444,TEST1445,TypeA
1445,TEST1446,TypeB
1446,TEST1447,TypeB
1447,TEST1448,TypeB
1448,TEST1449,TypeA
1449,TEST1450,TypeA
1450,TEST1451,TypeB
1451,TEST1452,TypeB
1452,TEST1453,TypeA
1453,TEST1454,TypeB
1454,TEST1455,TypeB
1455,TEST1456,TypeA
1456,TEST1457,TypeB
1457,TEST1458,TypeA
1458,TEST1459,TypeB
1459,TEST1460,TypeB
1460,TEST1461,TypeB
1461,TEST1462,TypeA
1462,TEST1463,TypeB
1463,TEST1464,TypeA
1464,TEST1465,TypeA
1465,TEST1466,TypeB
1466,TEST1467,TypeA
1467,TEST1468,TypeA
1468,TEST1469,TypeB
1469,TEST1470,TypeB
1470,TEST1471,TypeB
1471,TEST1472,TypeB
1472,TEST1473,TypeB
1473,TEST1474,TypeB
1474,TEST1475,TypeB
1475,TEST1476,TypeA
1476,TEST1477,TypeB
1477,TEST1478,TypeB
1478,TEST1479,TypeB
1479,TEST1480,TypeB
1480,TEST1481,TypeB
1481,TEST1482,TypeA
1482,TEST1483,TypeB
1483,TEST1484,TypeB
1484,TEST1485,TypeB
1485,TEST1486,TypeB
1486,TEST1487,TypeA
1487,TEST1488,TypeA
1488,TEST1489,TypeA
1489,TEST1490,TypeB
1490,TEST1491,TypeB
1491,TEST1492,TypeB
1492,TEST1493,TypeB
1493,TEST1494,TypeA
1494,TEST1495,TypeB
1495,TEST1496,TypeA
1496,TEST1497,TypeB
1497,TEST1498,TypeA
1498,TEST1499,TypeB
1499,TEST1500,TypeB
1500,TEST1501,TypeA
1501,TEST1502,TypeB
1502,TEST1503,TypeA
1503,TEST1504,TypeA
1504,TEST1505,TypeA
1505,TEST1506,TypeA
1506,TEST1507,TypeA
1507,TEST1508,TypeB
1508,TEST1509,TypeA
1509,TEST1510,TypeA
1510,TEST1511,TypeB
1511,TEST1512,TypeB
1512,TEST1513,TypeB
1513,TEST1514,TypeB
1514,TEST1515,TypeA
1515,TEST1516,TypeB
1516,TEST1517,TypeB
1517,TEST1518,TypeB
1518,TEST1519,TypeB
1519,TEST1520,TypeB
1520,TEST1521,TypeB
1521,TEST1522,TypeB
1522,TEST1523,TypeA
1523,TEST1524,TypeA
1524,TEST1525,TypeA
1525,TEST1526,TypeA
1526,TEST1527,TypeB
1527,TEST1528,TypeA
1528,TEST1529,TypeB
1529,TEST1530,TypeA
1530,TEST1531,TypeB
1531,TEST1532,TypeB
1532,TEST1533,TypeB
1533,TEST1534,TypeB
1534,TEST1535,TypeA
1535,TEST1536,TypeA
1536,TEST1537,TypeB
1537,TEST1538,TypeB
1538,TEST1539,TypeA
1539,TEST1540,TypeB
1540,TEST1541,TypeB
1541,TEST1542,TypeA
1542,TEST1543,TypeB
1543,TEST1544,TypeB
1544,TEST1545,TypeA
1545,TEST1546,TypeB
1546,TEST1547,TypeA
1547,TEST1548,TypeB
1548,TEST1549,TypeA
1549,TEST1550,TypeA
1550,TEST1551,TypeA
1551,TEST1552,TypeB
1552,TEST1553,TypeA
1553,TEST1554,TypeB
1554,TEST1555,TypeA
1555,TEST1556,TypeA
1556,TEST1557,TypeA
1557,TEST1558,TypeB
1558,TEST1559,TypeB
1559,TEST1560,TypeA
1560,TEST1561,TypeA
1561,TEST1562,TypeB
1562,TEST1563,TypeA
1563,TEST1564,TypeA
1564,TEST1565,TypeB
1565,TEST1566,TypeA
1566,TEST1567,TypeB
1567,TEST1568,TypeB
1568,TEST1569,TypeB
1569,TEST1570,TypeB
1570,TEST1571,TypeA
1571,TEST1572,TypeB
1572,TEST1573,TypeA
1573,TEST1574,TypeB
1574,TEST1575,TypeB
1575,TEST1576,TypeB
1576,TEST1577,TypeB
1577,TEST1578,TypeB
1578,TEST1579,TypeB
1579,TEST1580,TypeA
1580,TEST1581,TypeA
1581,TEST1582,TypeB
1582,TEST1583,TypeB
1583,TEST1584,TypeB
1584,TEST1585,TypeA
1585,TEST1586,TypeB
1586,TEST1587,TypeB
1587,TEST1588,TypeB
1588,TEST1589,TypeB
1589,TEST1590,TypeB
1590,TEST1591,TypeA
1591,TEST1592,TypeB
1592,TEST1593,TypeB
1593,TEST1594,TypeB
1594,TEST1595,TypeB
1595,TEST1596,TypeB
1596,TEST1597,TypeB
1597,TEST1598,TypeB
1598,TEST1599,TypeB
1599,TEST1600,TypeA
1600,TEST1601,TypeB
1601,TEST1602,TypeB
1602,TEST1603,TypeB
1603,TEST1604,TypeB
1604,TEST1605,TypeB
1605,TEST1606,TypeB
1606,TEST1607,TypeB
1607,TEST1608,TypeB
1608,TEST1609,TypeB
1609,TEST1610,TypeA
1610,TEST1611,TypeA
1611,TEST1612,TypeB
1612,TEST1613,TypeB
1613,TEST1614,TypeB
1614,TEST1615,TypeA
1615,TEST1616,TypeB
1616,TEST1617,TypeB
1617,TEST1618,TypeB
1618,TEST1619,TypeB
1619,TEST1620,TypeB
1620,TEST1621,TypeA
1621,TEST1622,TypeB
1622,TEST1623,TypeA
1623,TEST1624,TypeA
1624,TEST1625,TypeA
1625,TEST1626,TypeA
1626,TEST1627,TypeA
1627,TEST1628,TypeB
1628,TEST1629,TypeA
1629,TEST1630,TypeB
1630,TEST1631,TypeB
1631,TEST1632,TypeB
1632,TEST1633,TypeB
1633,TEST1634,TypeB
1634,TEST1635,TypeA
1635,TEST1636,TypeA
1636,TEST1637,TypeB
1637,TEST1638,TypeB
1638,TEST1639,TypeB
1639,TEST1640,TypeB
1640,TEST1641,TypeB
1641,TEST1642,TypeA
1642,TEST1643,TypeB
1643,TEST1644,TypeB
1644,TEST1645,TypeB
1645,TEST1646,TypeB
1646,TEST1647,TypeA
1647,TEST1648,TypeB
1648,TEST1649,TypeB
1649,TEST1650,TypeA
1650,TEST1651,TypeA
1651,TEST1652,TypeB
1652,TEST1653,TypeB
1653,TEST1654,TypeA
1654,TEST1655,TypeA
1655,TEST1656,TypeB
1656,TEST1657,TypeA
1657,TEST1658,TypeB
1658,TEST1659,TypeB
1659,TEST1660,TypeB
1660,TEST1661,TypeB
1661,TEST1662,TypeB
1662,TEST1663,TypeB
1663,TEST1664,TypeB
1664,TEST1665,TypeA
1665,TEST1666,TypeB
1666,TEST1667,TypeB
1667,TEST1668,TypeB
1668,TEST1669,TypeA
1669,TEST1670,TypeA
1670,TEST1671,TypeB
1671,TEST1672,TypeA
1672,TEST1673,TypeB
1673,TEST1674,TypeB
1674,TEST1675,TypeB
1675,TEST1676,TypeB
1676,TEST1677,TypeB
1677,TEST1678,TypeB
1678,TEST1679,TypeB
1679,TEST1680,TypeB
1680,TEST1681,TypeB
1681,TEST1682,TypeB
1682,TEST1683,TypeB
1683,TEST1684,TypeB
1684,TEST1685,TypeB
1685,TEST1686,TypeB
1686,TEST1687,TypeB
1687,TEST1688,TypeB
1688,TEST1689,TypeA
1689,TEST1690,TypeB
1690,TEST1691,TypeB
1691,TEST1692,TypeB
1692,TEST1693,TypeA
1693,TEST1694,TypeB
1694,TEST1695,TypeB
1695,TEST1696,TypeB
1696,TEST1697,TypeB
1697,TEST1698,TypeB
1698,TEST1699,TypeB
1699,TEST1700,TypeB
1700,TEST1701,TypeB
1701,TEST1702,TypeB
1702,TEST1703,TypeA
1703,TEST1704,TypeB
1704,TEST1705,TypeB
1705,TEST1706,TypeA
1706,TEST1707,TypeB
1707,TEST1708,TypeB
1708,TEST1709,TypeA
1709,TEST1710,TypeA
1710,TEST1711,TypeB
1711,TEST1712,TypeB
1712,TEST1713,TypeB
1713,TEST1714,TypeB
1714,TEST1715,TypeB
1715,TEST1716,TypeB
1716,TEST1717,TypeB
1717,TEST1718,TypeB
1718,TEST1719,TypeA
1719,TEST1720,TypeA
1720,TEST1721,TypeB
1721,TEST1722,TypeA
1722,TEST1723,TypeB
1723,TEST1724,TypeB
1724,TEST1725,TypeB
1725,TEST1726,TypeB
1726,TEST1727,TypeA
1727,TEST1728,TypeB
1728,TEST1729,TypeA
1729,TEST1730,TypeB
1730,TEST1731,TypeB
1731,TEST1732,TypeB
1732,TEST1733,TypeB
1733,TEST1734,TypeB
1734,TEST1735,TypeB
1735,TEST1736,TypeB
1736,TEST1737,TypeA
1737,TEST1738,TypeB
1738,TEST1739,TypeB
1739,TEST1740,TypeB
1740,TEST1741,TypeB
1741,TEST1742,TypeA
1742,TEST1743,TypeB
1743,TEST1744,TypeA
1744,TEST1745,TypeB
1745,TEST1746,TypeB
1746,TEST1747,TypeB
1747,TEST1748,TypeB
1748,TEST1749,TypeB
1749,TEST1750,TypeB
1750,TEST1751,TypeA
1751,TEST1752,TypeB
1752,TEST1753,TypeB
1753,TEST1754,TypeB
1754,TEST1755,TypeB
1755,TEST1756,TypeB
1756,TEST1757,TypeB
1757,TEST1758,TypeA
1758,TEST1759,TypeB
1759,TEST1760,TypeB
1760,TEST1761,TypeB
1761,TEST1762,TypeB
1762,TEST1763,TypeB
1763,TEST1764,TypeB
1764,TEST1765,TypeA
1765,TEST1766,TypeA
1766,TEST1767,TypeB
1767,TEST1768,TypeB
1768,TEST1769,TypeA
1769,TEST1770,TypeB
1770,TEST1771,TypeB
1771,TEST1772,TypeB
1772,TEST1773,TypeB
1773,TEST1774,TypeB
1774,TEST1775,TypeA
1775,TEST1776,TypeB
1776,TEST1777,TypeA
1777,TEST1778,TypeA
1778,TEST1779,TypeB
1779,TEST1780,TypeB
1780,TEST1781,TypeA
1781,TEST1782,TypeA
1782,TEST1783,TypeB
1783,TEST1784,TypeB
1784,TEST1785,TypeB
1785,TEST1786,TypeB
1786,TEST1787,TypeA
1787,TEST1788,TypeA
1788,TEST1789,TypeA
1789,TEST1790,TypeA
1790,TEST1791,TypeA
1791,TEST1792,TypeA
1792,TEST1793,TypeB
1793,TEST1794,TypeB
1794,TEST1795,TypeB
1795,TEST1796,TypeA
1796,TEST1797,TypeB
1797,TEST1798,TypeB
1798,TEST1799,TypeB
1799,TEST1800,TypeB
1800,TEST1801,TypeB
1801,TEST1802,TypeB
1802,TEST1803,TypeB
1803,TEST1804,TypeB
1804,TEST1805,TypeB
1805,TEST1806,TypeB
1806,TEST1807,TypeB
1807,TEST1808,TypeB
1808,TEST1809,TypeB
1809,TEST1810,TypeB
1810,TEST1811,TypeA
1811,TEST1812,TypeA
1812,TEST1813,TypeB
1813,TEST1814,TypeB
1814,TEST1815,TypeB
1815,TEST1816,TypeB
1816,TEST1817,TypeB
1817,TEST1818,TypeB
1818,TEST1819,TypeA
1819,TEST1820,TypeA
1820,TEST1821,TypeB
1821,TEST1822,TypeB
1822,TEST1823,TypeB
1823,TEST1824,TypeA
1824,TEST1825,TypeB
1825,TEST1826,TypeA
1826,TEST1827,TypeB
1827,TEST1828,TypeB
1828,TEST1829,TypeA
1829,TEST1830,TypeB
1830,TEST1831,TypeB
1831,TEST1832,TypeA
1832,TEST1833,TypeB
1833,TEST1834,TypeA
1834,TEST1835,TypeA
1835,TEST1836,TypeA
1836,TEST1837,TypeB
1837,TEST1838,TypeB
1838,TEST1839,TypeA
1839,TEST1840,TypeB
1840,TEST1841,TypeB
1841,TEST1842,TypeA
1842,TEST1843,TypeB
1843,TEST1844,TypeB
1844,TEST1845,TypeB
1845,TEST1846,TypeB
1846,TEST1847,TypeB
1847,TEST1848,TypeA
1848,TEST1849,TypeA
1849,TEST1850,TypeB
1850,TEST1851,TypeB
1851,TEST1852,TypeA
1852,TEST1853,TypeA
1853,TEST1854,TypeA
1854,TEST1855,TypeB
1855,TEST1856,TypeA
1856,TEST1857,TypeB
1857,TEST1858,TypeB
1858,TEST1859,TypeB
1859,TEST1860,TypeB
1860,TEST1861,TypeA
1861,TEST1862,TypeA
1862,TEST1863,TypeB
1863,TEST1864,TypeB
1864,TEST1865,TypeB
1865,TEST1866,TypeA
1866,TEST1867,TypeB
1867,TEST1868,TypeB
1868,TEST1869,TypeA
1869,TEST1870,TypeB
1870,TEST1871,TypeA
1871,TEST1872,TypeA
1872,TEST1873,TypeB
1873,TEST1874,TypeA
1874,TEST1875,TypeB
1875,TEST1876,TypeA
1876,TEST1877,TypeA
1877,TEST1878,TypeA
1878,TEST1879,TypeB
1879,TEST1880,TypeB
1880,TEST1881,TypeB
1881,TEST1882,TypeB
1882,TEST1883,TypeA
1883,TEST1884,TypeB
1884,TEST1885,TypeA
1885,TEST1886,TypeA
1886,TEST1887,TypeB
1887,TEST1888,TypeB
1888,TEST1889,TypeB
1889,TEST1890,TypeB
1890,TEST1891,TypeA
1891,TEST1892,TypeB
1892,TEST1893,TypeB
1893,TEST1894,TypeA
1894,TEST1895,TypeB
1895,TEST1896,TypeA
1896,TEST1897,TypeB
1897,TEST1898,TypeB
1898,TEST1899,TypeB
1899,TEST1900,TypeB
1900,TEST1901,TypeB
1901,TEST1902,TypeB
1902,TEST1903,TypeA
1903,TEST1904,TypeB
1904,TEST1905,TypeB
1905,TEST1906,TypeA
1906,TEST1907,TypeB
1907,TEST1908,TypeB
1908,TEST1909,TypeB
1909,TEST1910,TypeA
1910,TEST1911,TypeA
1911,TEST1912,TypeB
1912,TEST1913,TypeB
1913,TEST1914,TypeB
1914,TEST1915,TypeB
1915,TEST1916,TypeB
1916,TEST1917,TypeB
1917,TEST1918,TypeB
1918,TEST1919,TypeB
1919,TEST1920,TypeB
1920,TEST1921,TypeA
1921,TEST1922,TypeB
1922,TEST1923,TypeB
1923,TEST1924,TypeA
1924,TEST1925,TypeB
1925,TEST1926,TypeA
1926,TEST1927,TypeB
1927,TEST1928,TypeA
1928,TEST1929,TypeA
1929,TEST1930,TypeB
1930,TEST1931,TypeB
1931,TEST1932,TypeB
1932,TEST1933,TypeB
1933,TEST1934,TypeB
1934,TEST1935,TypeA
1935,TEST1936,TypeA
1936,TEST1937,TypeA
1937,TEST1938,TypeB
1938,TEST1939,TypeB
1939,TEST1940,TypeB
1940,TEST1941,TypeB
1941,TEST1942,TypeB
1942,TEST1943,TypeB
1943,TEST1944,TypeB
1944,TEST1945,TypeB
1945,TEST1946,TypeB
1946,TEST1947,TypeB
1947,TEST1948,TypeB
1948,TEST1949,TypeB
1949,TEST1950,TypeB
1950,TEST1951,TypeB
1951,TEST1952,TypeB
1952,TEST1953,TypeB
1953,TEST1954,TypeB
1954,TEST1955,TypeB
1955,TEST1956,TypeB
1956,TEST1957,TypeB
1957,TEST1958,TypeB
1958,TEST1959,TypeB
1959,TEST1960,TypeA
1960,TEST1961,TypeB
1961,TEST1962,TypeB
1962,TEST1963,TypeB
1963,TEST1964,TypeA
1964,TEST1965,TypeB
1965,TEST1966,TypeB
1966,TEST1967,TypeB
1967,TEST1968,TypeA
1968,TEST1969,TypeB
1969,TEST1970,TypeA
1970,TEST1971,TypeB
1971,TEST1972,TypeA
1972,TEST1973,TypeB
1973,TEST1974,TypeA
1974,TEST1975,TypeB
1975,TEST1976,TypeA
1976,TEST1977,TypeB
1977,TEST1978,TypeA
1978,TEST1979,TypeB
1979,TEST1980,TypeA
1980,TEST1981,TypeA
1981,TEST1982,TypeA
1982,TEST1983,TypeB
1983,TEST1984,TypeA
1984,TEST1985,TypeA
1985,TEST1986,TypeB
1986,TEST1987,TypeB
1987,TEST1988,TypeB
1988,TEST1989,TypeA
1989,TEST1990,TypeB
1990,TEST1991,TypeA
1991,TEST1992,TypeA
1992,TEST1993,TypeA
1993,TEST1994,TypeB
1994,TEST1995,TypeB
1995,TEST1996,TypeB
1996,TEST1997,TypeB
1997,TEST1998,TypeB
1998,TEST1999,TypeB
1999,TEST2000,TypeB
2000,TEST2001,TypeB
2001,TEST2002,TypeB
2002,TEST2003,TypeB
2003,TEST2004,TypeB
2004,TEST2005,TypeB
2005,TEST2006,TypeA
2006,TEST2007,TypeA
2007,TEST2008,TypeB
2008,TEST2009,TypeB
2009,TEST2010,TypeB
2010,TEST2011,TypeB
2011,TEST2012,TypeA
2012,TEST2013,TypeA
2013,TEST2014,TypeB
2014,TEST2015,TypeB
2015,TEST2016,TypeB
2016,TEST2017,TypeA
2017,TEST2018,TypeB
2018,TEST2019,TypeA
2019,TEST2020,TypeB
2020,TEST2021,TypeB
2021,TEST2022,TypeA
2022,TEST2023,TypeB
2023,TEST2024,TypeA
2024,TEST2025,TypeA
2025,TEST2026,TypeA
2026,TEST2027,TypeB
2027,TEST2028,TypeA
2028,TEST2029,TypeA
2029,TEST2030,TypeA
2030,TEST2031,TypeA
2031,TEST2032,TypeA
2032,TEST2033,TypeB
2033,TEST2034,TypeB
2034,TEST2035,TypeA
2035,TEST2036,TypeB
2036,TEST2037,TypeB
2037,TEST2038,TypeB
2038,TEST2039,TypeB
2039,TEST2040,TypeB
2040,TEST2041,TypeA
2041,TEST2042,TypeA
2042,TEST2043,TypeB
2043,TEST2044,TypeB
2044,TEST2045,TypeA
2045,TEST2046,TypeB
2046,TEST2047,TypeA
2047,TEST2048,TypeB
2048,TEST2049,TypeB
2049,TEST2050,TypeB
2050,TEST2051,TypeB
2051,TEST2052,TypeB
2052,TEST2053,TypeB
2053,TEST2054,TypeB
2054,TEST2055,TypeB
2055,TEST2056,TypeA
2056,TEST2057,TypeB
2057,TEST2058,TypeB
2058,TEST2059,TypeB
2059,TEST2060,TypeB
2060,TEST2061,TypeA
2061,TEST2062,TypeA
2062,TEST2063,TypeB
2063,TEST2064,TypeB
2064,TEST2065,TypeA
2065,TEST2066,TypeB
2066,TEST2067,TypeA
2067,TEST2068,TypeB
2068,TEST2069,TypeB
2069,TEST2070,TypeB
2070,TEST2071,TypeB
2071,TEST2072,TypeB
2072,TEST2073,TypeB
2073,TEST2074,TypeB
2074,TEST2075,TypeB
2075,TEST2076,TypeB
2076,TEST2077,TypeB
2077,TEST2078,TypeB
2078,TEST2079,TypeB
2079,TEST2080,TypeB
2080,TEST2081,TypeB
2081,TEST2082,TypeA
2082,TEST2083,TypeB
2083,TEST2084,TypeB
2084,TEST2085,TypeB
2085,TEST2086,TypeA
2086,TEST2087,TypeB
2087,TEST2088,TypeB
2088,TEST2089,TypeA
2089,TEST2090,TypeB
2090,TEST2091,TypeB
2091,TEST2092,TypeB
2092,TEST2093,TypeA
2093,TEST2094,TypeA
2094,TEST2095,TypeA
2095,TEST2096,TypeA
2096,TEST2097,TypeB
2097,TEST2098,TypeB
2098,TEST2099,TypeA
2099,TEST2100,TypeA
2100,TEST2101,TypeA
2101,TEST2102,TypeB
2102,TEST2103,TypeB
2103,TEST2104,TypeA
2104,TEST2105,TypeA
2105,TEST2106,TypeA
2106,TEST2107,TypeB
2107,TEST2108,TypeB
2108,TEST2109,TypeA
2109,TEST2110,TypeB
2110,TEST2111,TypeA
2111,TEST2112,TypeB
2112,TEST2113,TypeA
2113,TEST2114,TypeB
2114,TEST2115,TypeB
2115,TEST2116,TypeB
2116,TEST2117,TypeB
2117,TEST2118,TypeB
2118,TEST2119,TypeB
2119,TEST2120,TypeA
2120,TEST2121,TypeB
2121,TEST2122,TypeB
2122,TEST2123,TypeB
2123,TEST2124,TypeB
2124,TEST2125,TypeA
2125,TEST2126,TypeB
2126,TEST2127,TypeB
2127,TEST2128,TypeA
2128,TEST2129,TypeB
2129,TEST2130,TypeA
2130,TEST2131,TypeB
2131,TEST2132,TypeB
2132,TEST2133,TypeB
2133,TEST2134,TypeB
2134,TEST2135,TypeA
2135,TEST2136,TypeB
2136,TEST2137,TypeA
2137,TEST2138,TypeA
2138,TEST2139,TypeB
2139,TEST2140,TypeA
